COMMAND	LOGICAL_TIME	TRUE_TIME	QUEUE_SIZE	SELF_PORT	SELF_INTERVAL
4	1	0.5001016249880195	0	2622	0.5
-1	2	1.0000859999563545	0	2622	0.5
4	3	1.5000694158952683	0	2622	0.5
4	4	2.000105290906504	0	2622	0.5
-1	5	2.5001012498978525	0	2622	0.5
4	6	3.0000890830997378	0	2622	0.5
-1	9	3.5001189159229398	0	2622	0.5
3	10	4.000120500102639	0	2622	0.5
4	11	4.500103583093733	0	2622	0.5
4	12	5.0001016249880195	0	2622	0.5
-1	15	5.500082541024312	0	2622	0.5
-1	17	6.000098749995232	0	2622	0.5
-1	18	6.500083707971498	0	2622	0.5
4	19	7.000099333003163	0	2622	0.5
-1	20	7.5000821659341455	0	2622	0.5
3	21	8.000084541039541	0	2622	0.5
4	22	8.500086749903858	0	2622	0.5
4	23	9.000109875109047	0	2622	0.5
-1	27	9.50008766609244	0	2622	0.5
4	28	10.000088749919087	0	2622	0.5
4	29	10.500113582937047	0	2622	0.5
4	30	11.00011874991469	0	2622	0.5
3	31	11.500072832917795	0	2622	0.5
1	32	12.00008991593495	0	2622	0.5
4	33	12.50006854091771	0	2622	0.5
-1	34	13.000104791019112	0	2622	0.5
-1	35	13.500089457957074	0	2622	0.5
-1	36	14.00008620810695	0	2622	0.5
4	37	14.500068499939516	0	2622	0.5
4	38	15.00009329104796	0	2622	0.5
-1	45	15.500083040911704	0	2622	0.5
4	46	16.000077415956184	0	2622	0.5
3	47	16.500072832917795	0	2622	0.5
4	48	17.000068082939833	0	2622	0.5
-1	52	17.50007279100828	0	2622	0.5
4	53	18.000118958065286	0	2622	0.5
4	54	18.5000784159638	0	2622	0.5
-1	55	19.000091332942247	0	2622	0.5
4	56	19.500065125059336	0	2622	0.5
4	57	20.000105458078906	0	2622	0.5
-1	60	20.500073875067756	0	2622	0.5
-1	61	21.000097250100225	0	2622	0.5
1	62	21.50015537510626	0	2622	0.5
4	63	22.00008395803161	0	2622	0.5
4	64	22.500039832899347	0	2622	0.5
2	65	23.00005366606638	0	2622	0.5
4	66	23.50005687493831	0	2622	0.5
-1	71	24.000059666112065	0	2622	0.5
4	72	24.500057749915868	0	2622	0.5
-1	73	25.000076374970376	0	2622	0.5
-1	75	25.500058541074395	0	2622	0.5
-1	77	26.000062790932134	0	2622	0.5
3	78	26.500055958051234	0	2622	0.5
-1	79	27.000044374959543	0	2622	0.5
-1	82	27.500067291082814	0	2622	0.5
4	83	28.000147290993482	0	2622	0.5
-1	84	28.500066915992647	1	2622	0.5
-1	85	29.000046707922593	0	2622	0.5
4	86	29.50006291596219	0	2622	0.5
4	87	30.00005487492308	0	2622	0.5
4	88	30.50006283307448	0	2622	0.5
4	89	31.000054749893025	0	2622	0.5
2	90	31.50004966603592	0	2622	0.5
-1	95	32.000048333080485	0	2622	0.5
-1	97	32.500043041072786	0	2622	0.5
4	98	33.0000752909109	0	2622	0.5
4	99	33.50004870793782	0	2622	0.5
4	100	34.00006991601549	0	2622	0.5
4	101	34.50005158293061	0	2622	0.5
-1	102	35.00004904088564	0	2622	0.5
4	103	35.50003495789133	0	2622	0.5
4	104	36.000098624965176	0	2622	0.5
4	105	36.50008245790377	0	2622	0.5
4	106	37.0000493330881	0	2622	0.5
-1	111	37.50005133310333	0	2622	0.5
-1	112	38.00004204106517	0	2622	0.5
-1	114	38.500058207893744	2	2622	0.5
-1	115	39.00011241598986	1	2622	0.5
-1	116	39.50006604101509	1	2622	0.5
-1	118	40.00005087489262	0	2622	0.5
2	119	40.50004658289254	0	2622	0.5
-1	122	41.0000491659157	0	2622	0.5
4	123	41.50006900005974	0	2622	0.5
4	124	42.00005970802158	0	2622	0.5
-1	127	42.500082791084424	0	2622	0.5
2	128	43.000048582907766	0	2622	0.5
4	129	43.5000698750373	0	2622	0.5
2	130	44.00005233311094	0	2622	0.5
4	131	44.50010258308612	0	2622	0.5
2	132	45.00005195802078	0	2622	0.5
-1	135	45.50004962505773	1	2622	0.5
-1	136	46.00004750001244	0	2622	0.5
4	137	46.500053375028074	0	2622	0.5
2	138	47.000046625034884	0	2622	0.5
1	139	47.50007712491788	0	2622	0.5
3	140	48.00005141599104	0	2622	0.5
4	141	48.50007075001486	0	2622	0.5
4	142	49.00004758290015	0	2622	0.5
4	143	49.5000491659157	0	2622	0.5
4	144	50.000039415899664	0	2622	0.5
4	145	50.50006941589527	0	2622	0.5
-1	146	51.0000737500377	0	2622	0.5
2	147	51.50004870793782	0	2622	0.5
4	148	52.00004429090768	0	2622	0.5
2	149	52.50004875008017	0	2622	0.5
-1	155	53.00003800005652	0	2622	0.5
-1	159	53.50006991601549	0	2622	0.5
3	160	54.00005466607399	0	2622	0.5
2	161	54.500065291067585	0	2622	0.5
4	162	55.00005099992268	0	2622	0.5
4	163	55.50006904103793	0	2622	0.5
4	164	56.000079500023276	0	2622	0.5
2	165	56.500053375028074	0	2622	0.5
4	166	57.00003358302638	0	2622	0.5
4	167	57.50006695790216	0	2622	0.5
2	168	58.00005420809612	0	2622	0.5
2	169	58.5000515000429	0	2622	0.5
-1	176	59.00010733306408	0	2622	0.5
4	177	59.5000592910219	0	2622	0.5
