COMMAND	LOGICAL_TIME	TRUE_TIME	QUEUE_SIZE	SELF_PORT	SELF_INTERVAL
4	1	0.33344266610220075	0	2621	0.3333333333333333
3	2	0.6667780410498381	0	2621	0.3333333333333333
4	3	1.0000857079867274	0	2621	0.3333333333333333
2	4	1.3334214161150157	0	2621	0.3333333333333333
4	5	1.6667652078904212	0	2621	0.3333333333333333
4	6	2.0001040829811245	0	2621	0.3333333333333333
4	7	2.33341454109177	0	2621	0.3333333333333333
4	8	2.6667714579962194	0	2621	0.3333333333333333
1	9	3.0000949159730226	0	2621	0.3333333333333333
4	10	3.333437208086252	0	2621	0.3333333333333333
4	11	3.666779499966651	0	2621	0.3333333333333333
2	12	4.000120500102639	0	2621	0.3333333333333333
-1	13	4.333446082891896	0	2621	0.3333333333333333
4	14	4.666791582945734	0	2621	0.3333333333333333
3	15	5.000099875032902	0	2621	0.3333333333333333
4	16	5.333460540976375	0	2621	0.3333333333333333
3	17	5.66674954094924	0	2621	0.3333333333333333
3	18	6.000098207965493	0	2621	0.3333333333333333
4	19	6.333434290951118	0	2621	0.3333333333333333
4	20	6.666761416010559	0	2621	0.3333333333333333
2	21	7.000089833047241	0	2621	0.3333333333333333
-1	22	7.333382999990135	0	2621	0.3333333333333333
4	23	7.666750374948606	0	2621	0.3333333333333333
4	24	8.000082625076175	0	2621	0.3333333333333333
-1	25	8.333428458077833	0	2621	0.3333333333333333
4	26	8.666793582960963	0	2621	0.3333333333333333
3	27	9.00009858305566	0	2621	0.3333333333333333
4	28	9.333447375101969	0	2621	0.3333333333333333
2	29	9.666779540944844	0	2621	0.3333333333333333
4	30	10.00009216601029	0	2621	0.3333333333333333
4	31	10.333398875081912	0	2621	0.3333333333333333
4	32	10.666763124987483	0	2621	0.3333333333333333
4	33	11.000106333056465	0	2621	0.3333333333333333
4	34	11.333411332918331	0	2621	0.3333333333333333
-1	35	11.66674800007604	0	2621	0.3333333333333333
4	36	12.000089457957074	0	2621	0.3333333333333333
-1	37	12.333413582993671	0	2621	0.3333333333333333
-1	38	12.666752707911655	0	2621	0.3333333333333333
4	39	13.000104415928945	0	2621	0.3333333333333333
4	40	13.333425207994878	0	2621	0.3333333333333333
-1	41	13.666746665956452	0	2621	0.3333333333333333
2	42	14.000081457896158	0	2621	0.3333333333333333
4	43	14.333404457895085	0	2621	0.3333333333333333
4	44	14.666748583083972	0	2621	0.3333333333333333
3	45	15.000089207896963	0	2621	0.3333333333333333
-1	46	15.333420125069097	0	2621	0.3333333333333333
4	47	15.66675491607748	0	2621	0.3333333333333333
2	48	16.00007349997759	0	2621	0.3333333333333333
4	49	16.333403791068122	0	2621	0.3333333333333333
-1	50	16.666746458038688	0	2621	0.3333333333333333
4	51	17.000066624954343	0	2621	0.3333333333333333
1	52	17.33339775004424	0	2621	0.3333333333333333
2	53	17.666764040943235	0	2621	0.3333333333333333
4	54	18.000118332915008	0	2621	0.3333333333333333
4	55	18.333405083045363	0	2621	0.3333333333333333
-1	56	18.66675516590476	0	2621	0.3333333333333333
4	57	19.00008966610767	0	2621	0.3333333333333333
4	58	19.333424790995196	0	2621	0.3333333333333333
4	59	19.666739457985386	0	2621	0.3333333333333333
1	60	20.000105916056782	0	2621	0.3333333333333333
4	61	20.333396665984765	0	2621	0.3333333333333333
-1	62	20.666727958014235	0	2621	0.3333333333333333
4	63	21.000097332987934	0	2621	0.3333333333333333
4	64	21.33338641608134	0	2621	0.3333333333333333
-1	65	21.66672791610472	0	2621	0.3333333333333333
4	66	22.00008412497118	0	2621	0.3333333333333333
4	67	22.33340112492442	0	2621	0.3333333333333333
4	68	22.66670791595243	0	2621	0.3333333333333333
2	69	23.000045374967158	0	2621	0.3333333333333333
4	70	23.333389499923214	0	2621	0.3333333333333333
1	71	23.66671579098329	0	2621	0.3333333333333333
4	72	24.00005441601388	0	2621	0.3333333333333333
4	73	24.333438500063494	0	2621	0.3333333333333333
2	74	24.66671200003475	0	2621	0.3333333333333333
1	75	25.000068166060373	0	2621	0.3333333333333333
4	76	25.33340795803815	0	2621	0.3333333333333333
1	77	25.66671891603619	0	2621	0.3333333333333333
4	78	26.000062624923885	0	2621	0.3333333333333333
4	79	26.333372958004475	0	2621	0.3333333333333333
-1	80	26.66671716608107	1	2621	0.3333333333333333
-1	81	27.000044082989916	0	2621	0.3333333333333333
3	82	27.333419125061482	0	2621	0.3333333333333333
4	83	27.666715499944985	0	2621	0.3333333333333333
1	84	28.00014645792544	0	2621	0.3333333333333333
3	85	28.333417958114296	0	2621	0.3333333333333333
2	86	28.666720415931195	0	2621	0.3333333333333333
4	87	29.000045666005462	0	2621	0.3333333333333333
4	88	29.333416000008583	0	2621	0.3333333333333333
4	89	29.66670920792967	0	2621	0.3333333333333333
4	90	30.000048625050113	0	2621	0.3333333333333333
4	91	30.333429208025336	0	2621	0.3333333333333333
4	92	30.66672012489289	0	2621	0.3333333333333333
4	93	31.000050832983106	0	2621	0.3333333333333333
4	94	31.33337499992922	0	2621	0.3333333333333333
3	95	31.666706999996677	0	2621	0.3333333333333333
4	96	32.00004758290015	0	2621	0.3333333333333333
3	97	32.333387499907985	0	2621	0.3333333333333333
4	98	32.66670341603458	0	2621	0.3333333333333333
4	99	33.00007437495515	0	2621	0.3333333333333333
2	100	33.3333925830666	0	2621	0.3333333333333333
4	101	33.66670274990611	0	2621	0.3333333333333333
4	102	34.00007012509741	0	2621	0.3333333333333333
4	103	34.33340633311309	0	2621	0.3333333333333333
-1	104	34.66671474999748	0	2621	0.3333333333333333
4	105	35.00004745810293	0	2621	0.3333333333333333
-1	106	35.333387583028525	0	2621	0.3333333333333333
4	107	35.66671645804308	0	2621	0.3333333333333333
4	108	36.00009774998762	0	2621	0.3333333333333333
4	109	36.333393041044474	0	2621	0.3333333333333333
-1	110	36.66673570801504	0	2621	0.3333333333333333
1	111	37.00004216609523	0	2621	0.3333333333333333
4	112	37.33339975005947	0	2621	0.3333333333333333
4	113	37.666715249884874	0	2621	0.3333333333333333
3	114	38.00004075001925	0	2621	0.3333333333333333
1	115	38.33342487504706	0	2621	0.3333333333333333
4	116	38.666710207937285	0	2621	0.3333333333333333
4	117	39.00011266604997	0	2621	0.3333333333333333
3	118	39.33342687506229	0	2621	0.3333333333333333
4	119	39.66671174997464	0	2621	0.3333333333333333
4	120	40.00003554089926	0	2621	0.3333333333333333
2	121	40.33344570803456	0	2621	0.3333333333333333
1	122	40.66671849996783	0	2621	0.3333333333333333
4	123	41.00004675006494	0	2621	0.3333333333333333
4	124	41.333443416049704	0	2621	0.3333333333333333
-1	125	41.66673716600053	0	2621	0.3333333333333333
4	126	42.00005004089326	0	2621	0.3333333333333333
1	127	42.3334407908842	0	2621	0.3333333333333333
4	128	42.66671266593039	0	2621	0.3333333333333333
4	129	43.0000440410804	0	2621	0.3333333333333333
4	130	43.33338829106651	0	2621	0.3333333333333333
4	131	43.666709958110005	0	2621	0.3333333333333333
2	132	44.000048333080485	0	2621	0.3333333333333333
4	133	44.33337462507188	0	2621	0.3333333333333333
4	134	44.666724333073944	0	2621	0.3333333333333333
1	135	45.000046083005145	0	2621	0.3333333333333333
3	136	45.333394665969536	0	2621	0.3333333333333333
4	137	45.666706500109285	0	2621	0.3333333333333333
4	138	46.00004758290015	0	2621	0.3333333333333333
4	139	46.33338345796801	0	2621	0.3333333333333333
4	140	46.66670158295892	0	2621	0.3333333333333333
4	141	47.00004787510261	0	2621	0.3333333333333333
4	142	47.333392374916	0	2621	0.3333333333333333
-1	143	47.66671654093079	0	2621	0.3333333333333333
4	144	48.000047540990636	0	2621	0.3333333333333333
-1	145	48.33339887508191	0	2621	0.3333333333333333
4	146	48.66671149991453	0	2621	0.3333333333333333
4	147	49.00005212496035	0	2621	0.3333333333333333
-1	148	49.33339254092425	0	2621	0.3333333333333333
4	149	49.66670612501912	0	2621	0.3333333333333333
4	150	50.00003891601227	0	2621	0.3333333333333333
4	151	50.333419166039675	0	2621	0.3333333333333333
2	152	50.66670937510207	0	2621	0.3333333333333333
4	153	51.00006900005974	0	2621	0.3333333333333333
4	154	51.33338825008832	0	2621	0.3333333333333333
-1	155	51.666714624967426	0	2621	0.3333333333333333
4	156	52.00004750001244	0	2621	0.3333333333333333
4	157	52.33337887492962	0	2621	0.3333333333333333
2	158	52.666704332921654	0	2621	0.3333333333333333
3	159	53.000032583018765	0	2621	0.3333333333333333
4	160	53.33340133307502	0	2621	0.3333333333333333
4	161	53.666721290908754	0	2621	0.3333333333333333
4	162	54.00004883296788	0	2621	0.3333333333333333
-1	163	54.33340812497772	0	2621	0.3333333333333333
4	164	54.66672529093921	0	2621	0.3333333333333333
4	165	55.000051457900554	0	2621	0.3333333333333333
