COMMAND	LOGICAL_TIME	TRUE_TIME	QUEUE_SIZE	SELF_PORT	SELF_INTERVAL
2	1	0.26100000366568565	0	2633	0.25
4	2	0.5035674618557096	0	2633	0.25
3	3	0.7539349794387817	0	2633	0.25
3	4	1.00251245778054	0	2633	0.25
4	5	1.2567075015977025	0	2633	0.25
2	6	1.5025224583223462	0	2633	0.25
1	7	1.753562455996871	0	2633	0.25
4	8	2.0021925028413534	0	2633	0.25
2	9	2.252554977312684	0	2633	0.25
4	10	2.5052599841728806	0	2633	0.25
1	11	2.752965004183352	0	2633	0.25
2	12	3.0031074536964297	0	2633	0.25
1	13	3.2523999642580748	0	2633	0.25
4	14	3.5014999844133854	0	2633	0.25
3	15	3.7526124576106668	0	2633	0.25
4	16	4.00384500157088	0	2633	0.25
4	17	4.252170003019273	0	2633	0.25
4	18	4.502287502400577	0	2633	0.25
4	19	4.752189964056015	0	2633	0.25
1	20	5.001984955742955	0	2633	0.25
4	21	5.252139964140952	0	2633	0.25
4	22	5.5016874661669135	0	2633	0.25
3	23	5.751762483268976	0	2633	0.25
4	24	6.0022824537009	0	2633	0.25
4	25	6.251919963397086	0	2633	0.25
4	26	6.503187473863363	0	2633	0.25
4	27	6.752254986204207	0	2633	0.25
4	28	7.001565000973642	0	2633	0.25
-1	29	7.253619963303208	0	2633	0.25
2	30	7.502102460712194	0	2633	0.25
4	31	7.752094985917211	0	2633	0.25
4	32	8.003949956037104	0	2633	0.25
1	33	8.252469962462783	0	2633	0.25
4	34	8.502954966388643	0	2633	0.25
-1	35	8.75237999483943	0	2633	0.25
3	36	9.001584956422448	0	2633	0.25
1	37	9.25201247446239	0	2633	0.25
4	38	9.502472458407283	0	2633	0.25
4	39	9.752067485824227	0	2633	0.25
4	40	10.00162247568369	0	2633	0.25
-1	41	10.25269499514252	0	2633	0.25
3	42	10.50212495494634	0	2633	0.25
-1	43	10.754107497632504	0	2633	0.25
3	44	11.002419954165816	0	2633	0.25
3	45	11.253727502189577	0	2633	0.25
4	46	11.502107460983098	0	2633	0.25
1	47	11.752117504365742	0	2633	0.25
3	48	12.002024995163083	0	2633	0.25
4	49	12.251864997670054	0	2633	0.25
1	50	12.502237502485514	0	2633	0.25
4	51	12.751897503621876	0	2633	0.25
4	52	13.001574953086674	0	2633	0.25
-1	53	13.251884998753667	0	2633	0.25
1	54	13.501774985343218	0	2633	0.25
-1	55	13.752417485229671	0	2633	0.25
1	56	14.002024973742664	0	2633	0.25
4	57	14.2521099653095	0	2633	0.25
1	58	14.501747461035848	0	2633	0.25
2	59	14.75269500631839	0	2633	0.25
4	60	15.002049962058663	0	2633	0.25
2	61	15.251854984089732	0	2633	0.25
4	62	15.502214999869466	0	2633	0.25
4	63	15.751819973811507	0	2633	0.25
4	64	16.002092454582453	0	2633	0.25
1	65	16.251945002004504	0	2633	0.25
4	66	16.502700001001358	0	2633	0.25
2	67	16.752219954505563	0	2633	0.25
4	68	17.001894959248602	0	2633	0.25
1	69	17.251617475412786	0	2633	0.25
4	70	17.502174954861403	0	2633	0.25
4	71	17.751779998652637	0	2633	0.25
2	72	18.001515003852546	0	2633	0.25
4	73	18.252244982868433	0	2633	0.25
3	74	18.502455004490912	0	2633	0.25
4	75	18.75253998208791	0	2633	0.25
2	76	19.00197995826602	0	2633	0.25
4	77	19.251817502081394	0	2633	0.25
4	78	19.501437479630113	0	2633	0.25
2	79	19.753227476030588	0	2633	0.25
3	80	20.001934985630214	0	2633	0.25
1	81	20.252402457408607	0	2633	0.25
1	82	20.501747466623783	0	2633	0.25
4	83	20.751777486875653	0	2633	0.25
1	84	21.001504976302385	0	2633	0.25
3	85	21.251692506484687	0	2633	0.25
4	86	21.504259980283678	0	2633	0.25
3	87	21.752499961294234	0	2633	0.25
4	88	22.002570005133748	0	2633	0.25
4	89	22.25212248042226	0	2633	0.25
2	90	22.501834980212152	0	2633	0.25
1	91	22.753209960646927	0	2633	0.25
3	92	23.001977456733584	0	2633	0.25
2	93	23.251830004155636	0	2633	0.25
3	94	23.501809984445572	0	2633	0.25
4	95	23.751909965649247	0	2633	0.25
3	96	24.00150996632874	0	2633	0.25
1	97	24.252267479896545	0	2633	0.25
4	98	24.50371997896582	0	2633	0.25
4	99	24.752014973200858	0	2633	0.25
1	100	25.001932494342327	0	2633	0.25
3	101	25.25365997571498	0	2633	0.25
4	102	25.502152503468096	0	2633	0.25
4	103	25.751919960603118	0	2633	0.25
2	104	26.00234999321401	0	2633	0.25
4	105	26.251917486079037	0	2633	0.25
1	106	26.50175496004522	0	2633	0.25
4	107	26.75242499448359	0	2633	0.25
1	108	27.00202248059213	0	2633	0.25
-1	109	27.252122461795807	0	2633	0.25
4	110	27.501797466538846	0	2633	0.25
-1	111	27.75250745471567	0	2633	0.25
4	112	28.001814954914153	0	2633	0.25
-1	113	28.252509953454137	0	2633	0.25
4	114	28.501622462645173	0	2633	0.25
4	115	28.751714997924864	0	2633	0.25
2	116	29.00356499478221	0	2633	0.25
-1	117	29.25224748440087	0	2633	0.25
4	118	29.50302750337869	0	2633	0.25
4	119	29.75211000535637	0	2633	0.25
4	120	30.00149748288095	0	2633	0.25
-1	121	30.251787481829524	0	2633	0.25
3	122	30.502384984865785	0	2633	0.25
4	123	30.752572501078248	0	2633	0.25
4	124	31.002075006254017	0	2633	0.25
1	125	31.252185003831983	0	2633	0.25
1	126	31.50187499821186	0	2633	0.25
3	127	31.75189997535199	0	2633	0.25
4	128	32.002065000124276	0	2633	0.25
4	129	32.25196500308812	0	2633	0.25
1	130	32.5025499612093	0	2633	0.25
1	131	32.7519999537617	0	2633	0.25
2	132	33.001554957591	0	2633	0.25
-1	133	33.25219499878585	0	2633	0.25
4	134	33.501549954526126	0	2633	0.25
4	135	33.7516149552539	0	2633	0.25
3	136	34.00369746610522	0	2633	0.25
-1	137	34.252899955026805	0	2633	0.25
1	138	34.502059975638986	0	2633	0.25
3	139	34.75201247725636	0	2633	0.25
2	140	35.00295497942716	0	2633	0.25
4	141	35.25256745517254	0	2633	0.25
3	142	35.502264965325594	0	2633	0.25
4	143	35.75156747829169	0	2633	0.25
3	144	36.00148745812476	0	2633	0.25
4	145	36.252464996650815	0	2633	0.25
4	146	36.50265995878726	0	2633	0.25
4	147	36.75207749940455	0	2633	0.25
4	148	37.001702464185655	0	2633	0.25
4	149	37.25410499610007	0	2633	0.25
3	150	37.502467506565154	0	2633	0.25
4	151	37.7531550033018	0	2633	0.25
4	152	38.00310497637838	0	2633	0.25
3	153	38.25343248434365	0	2633	0.25
4	154	38.50218750536442	0	2633	0.25
4	155	38.75223245937377	0	2633	0.25
4	156	39.00153750088066	0	2633	0.25
3	157	39.25491000059992	0	2633	0.25
1	158	39.50231250375509	0	2633	0.25
2	159	39.753494993783534	0	2633	0.25
1	160	40.00212749931961	0	2633	0.25
4	161	40.25208497419953	0	2633	0.25
3	162	40.50291246268898	0	2633	0.25
2	163	40.75308750383556	0	2633	0.25
4	164	41.001794999465346	0	2633	0.25
3	165	41.25214998610318	0	2633	0.25
4	166	41.50205496232957	0	2633	0.25
3	167	41.75192495808005	0	2633	0.25
1	168	42.002222458831966	0	2633	0.25
2	169	42.25187249947339	0	2633	0.25
4	170	42.501874985173345	0	2633	0.25
1	171	42.751479959115386	0	2633	0.25
2	172	43.00199748482555	0	2633	0.25
4	173	43.251829985529184	0	2633	0.25
1	174	43.502392494119704	0	2633	0.25
4	175	43.75191246159375	0	2633	0.25
4	176	44.003292485140264	0	2633	0.25
1	177	44.253077460452914	0	2633	0.25
1	178	44.50186997652054	0	2633	0.25
1	179	44.752609985880554	0	2633	0.25
3	180	45.002002506516874	0	2633	0.25
3	181	45.25192997418344	0	2633	0.25
2	182	45.50328750628978	0	2633	0.25
4	183	45.75273498427123	0	2633	0.25
4	184	46.001734980382025	0	2633	0.25
4	185	46.25184000469744	0	2633	0.25
4	186	46.50158748496324	0	2633	0.25
1	187	46.75217748619616	0	2633	0.25
4	188	47.001649984158576	0	2633	0.25
3	189	47.251694994047284	0	2633	0.25
3	190	47.502757497131824	0	2633	0.25
3	191	47.75191500317305	0	2633	0.25
4	192	48.00167747307569	0	2633	0.25
4	193	48.256417494267225	0	2633	0.25
4	194	48.50309747736901	0	2633	0.25
2	195	48.752212501131	0	2633	0.25
4	196	49.00450746528804	0	2633	0.25
1	197	49.25403750501573	0	2633	0.25
3	198	49.50346247758716	0	2633	0.25
2	199	49.75225499365479	0	2633	0.25
2	200	50.00197499524802	0	2633	0.25
3	201	50.2519974578172	0	2633	0.25
4	202	50.50183746032417	0	2633	0.25
2	203	50.754714966751635	0	2633	0.25
3	204	51.00226746406406	0	2633	0.25
4	205	51.25352495815605	0	2633	0.25
4	206	51.50256246328354	0	2633	0.25
4	207	51.75200748257339	0	2633	0.25
4	208	52.00161995831877	0	2633	0.25
4	209	52.25257247686386	0	2633	0.25
3	210	52.50336498487741	0	2633	0.25
4	211	52.75290245655924	0	2633	0.25
2	212	53.0018874630332	0	2633	0.25
2	213	53.252634960226715	0	2633	0.25
4	214	53.50192248355597	0	2633	0.25
4	215	53.75165496021509	0	2633	0.25
3	216	54.00249497964978	0	2633	0.25
4	217	54.25268495455384	0	2633	0.25
2	218	54.50320745352656	0	2633	0.25
3	219	54.75332748144865	0	2633	0.25
4	220	55.00201997347176	0	2633	0.25
1	221	55.25235749781132	0	2633	0.25
4	222	55.501974960789084	0	2633	0.25
4	223	55.75209750328213	0	2633	0.25
4	224	56.00151996128261	0	2633	0.25
2	225	56.251872475259006	0	2633	0.25
4	226	56.50285997428	0	2633	0.25
2	227	56.75230499356985	0	2633	0.25
4	228	57.0019699819386	0	2633	0.25
4	229	57.25175748579204	0	2633	0.25
3	230	57.50162748154253	0	2633	0.25
2	231	57.75260496418923	0	2633	0.25
3	232	58.00259250216186	0	2633	0.25
4	233	58.25295246206224	0	2633	0.25
4	234	58.501797476783395	0	2633	0.25
4	235	58.753334996290505	0	2633	0.25
4	236	59.00169246364385	0	2633	0.25
2	237	59.252147460356355	0	2633	0.25
1	238	59.50267746113241	0	2633	0.25
2	239	59.753012456931174	0	2633	0.25
