COMMAND	LOGICAL_TIME	TRUE_TIME	QUEUE_SIZE	SELF_PORT	SELF_INTERVAL
-1	1	1.005555004812777	3	2631	1.0
-1	3	2.00464500579983	8	2631	1.0
-1	6	3.003204963169992	13	2631	1.0
-1	8	4.006530004553497	15	2631	1.0
-1	10	5.006127473898232	17	2631	1.0
-1	11	6.003392455168068	20	2631	1.0
-1	13	7.003182484768331	24	2631	1.0
-1	14	8.005262464284897	26	2631	1.0
-1	16	9.004459977149963	31	2631	1.0
-1	17	10.003667464479804	36	2631	1.0
-1	21	11.00379497744143	37	2631	1.0
-1	22	12.003492484800518	41	2631	1.0
-1	24	13.003474976867437	47	2631	1.0
-1	27	14.00290746241808	49	2631	1.0
-1	28	15.0031074648723	54	2631	1.0
-1	29	16.002945005893707	58	2631	1.0
-1	30	17.003627456724644	61	2631	1.0
-1	34	18.00304247997701	66	2631	1.0
-1	38	19.003907460719347	69	2631	1.0
-1	40	20.00417250674218	71	2631	1.0
-1	42	21.004112460650504	78	2631	1.0
-1	47	22.003440004773438	81	2631	1.0
-1	52	23.00287746358663	84	2631	1.0
-1	56	24.00285995565355	89	2631	1.0
-1	58	25.003260006196797	92	2631	1.0
-1	59	26.0050524584949	95	2631	1.0
-1	61	27.003274974413216	101	2631	1.0
-1	64	28.0027125030756	102	2631	1.0
-1	65	29.00301996152848	104	2631	1.0
-1	66	30.003387476317585	110	2631	1.0
-1	67	31.00408248603344	115	2631	1.0
-1	71	32.00376497581601	119	2631	1.0
-1	72	33.003302458673716	123	2631	1.0
-1	77	34.00309500284493	125	2631	1.0
-1	81	35.00443997327238	128	2631	1.0
-1	82	36.0035475064069	131	2631	1.0
-1	83	37.003867495805025	137	2631	1.0
-1	84	38.004064983688295	138	2631	1.0
-1	87	39.003997505642474	144	2631	1.0
-1	89	40.003549978137016	145	2631	1.0
-1	90	41.00330748595297	147	2631	1.0
-1	91	42.00370499398559	153	2631	1.0
-1	92	43.00375997554511	156	2631	1.0
-1	93	44.00376996025443	161	2631	1.0
-1	97	45.002674986608326	166	2631	1.0
-1	99	46.00350750144571	170	2631	1.0
-1	101	47.00343498028815	174	2631	1.0
-1	109	48.0037999805063	176	2631	1.0
-1	110	49.00278749875724	181	2631	1.0
-1	112	50.00538996420801	186	2631	1.0
-1	113	51.00291749462485	187	2631	1.0
-1	116	52.00389000121504	192	2631	1.0
-1	119	53.00262995995581	197	2631	1.0
-1	120	54.00309245567769	201	2631	1.0
-1	122	55.00371750444174	204	2631	1.0
-1	124	56.00268497597426	208	2631	1.0
-1	125	57.002295004203916	209	2631	1.0
-1	126	58.00379495602101	213	2631	1.0
-1	128	59.003294999711215	219	2631	1.0
