COMMAND	LOGICAL_TIME	TRUE_TIME	QUEUE_SIZE	SELF_PORT	SELF_INTERVAL
4	1	0.5001260410062969	0	2622	0.5
4	2	1.0001116250641644	0	2622	0.5
4	3	1.5000907499343157	0	2622	0.5
4	4	2.000086958054453	0	2622	0.5
-1	5	2.5000969159882516	0	2622	0.5
2	6	3.000085457926616	0	2622	0.5
4	7	3.5001355831045657	0	2622	0.5
2	8	4.000121624907479	0	2622	0.5
4	9	4.500079165911302	0	2622	0.5
4	10	5.000117165967822	0	2622	0.5
4	11	5.500102499965578	0	2622	0.5
2	12	6.000099000055343	0	2622	0.5
-1	13	6.500145999947563	0	2622	0.5
4	14	7.0001109160948545	0	2622	0.5
4	15	7.500099957920611	0	2622	0.5
-1	16	8.000094958115369	0	2622	0.5
4	17	8.500107415951788	0	2622	0.5
4	18	9.00010195793584	0	2622	0.5
-1	19	9.500105041079223	0	2622	0.5
3	20	10.000079999910668	0	2622	0.5
4	21	10.50010500010103	0	2622	0.5
4	22	11.000087083084509	0	2622	0.5
4	23	11.500064708059654	0	2622	0.5
-1	24	12.00005166605115	0	2622	0.5
1	25	12.500056625111029	0	2622	0.5
-1	26	13.000094624934718	0	2622	0.5
-1	27	13.500091790920123	0	2622	0.5
-1	28	14.000102415913716	0	2622	0.5
-1	29	14.50008195801638	0	2622	0.5
3	30	15.000089749926701	0	2622	0.5
-1	31	15.500152541091666	0	2622	0.5
3	32	16.00012558302842	0	2622	0.5
4	33	16.500161708099768	0	2622	0.5
4	34	17.000080874888226	0	2622	0.5
-1	35	17.500149541068822	0	2622	0.5
4	36	18.000071125105023	0	2622	0.5
-1	37	18.500131082953885	0	2622	0.5
3	38	19.000106875086203	0	2622	0.5
3	39	19.500089708017185	0	2622	0.5
1	40	20.000100000062957	0	2622	0.5
4	41	20.500113500049338	0	2622	0.5
4	42	21.000126833096147	0	2622	0.5
-1	43	21.500098207965493	0	2622	0.5
4	44	22.000075082993135	0	2622	0.5
-1	45	22.50011458294466	0	2622	0.5
4	46	23.000098708085716	0	2622	0.5
4	47	23.500131166074425	0	2622	0.5
-1	48	24.00012029102072	0	2622	0.5
1	49	24.500099207973108	0	2622	0.5
-1	50	25.000119915930554	0	2622	0.5
4	51	25.500123499892652	0	2622	0.5
4	52	26.000073166098446	0	2622	0.5
2	53	26.50012099999003	0	2622	0.5
4	54	27.00011345790699	0	2622	0.5
1	55	27.500134374946356	0	2622	0.5
4	56	28.000129000050947	0	2622	0.5
-1	57	28.50011691590771	0	2622	0.5
1	58	29.00012929108925	0	2622	0.5
4	59	29.500094499904662	0	2622	0.5
1	60	30.00006474996917	0	2622	0.5
4	61	30.500097749987617	0	2622	0.5
4	62	31.00012808293104	0	2622	0.5
4	63	31.500161790987477	0	2622	0.5
4	64	32.0001238330733	0	2622	0.5
4	65	32.50011708308011	0	2622	0.5
4	66	33.00011625001207	0	2622	0.5
4	67	33.50010508298874	0	2622	0.5
4	68	34.00007324991748	0	2622	0.5
4	69	34.50008637504652	0	2622	0.5
4	70	35.00010612490587	0	2622	0.5
1	71	35.50012758304365	0	2622	0.5
-1	72	36.00012154108845	0	2622	0.5
-1	73	36.50018333294429	0	2622	0.5
1	74	37.00016062497161	0	2622	0.5
4	75	37.50009716604836	0	2622	0.5
-1	76	38.000120165990666	0	2622	0.5
-1	77	38.500114999944344	0	2622	0.5
4	78	39.00016470788978	0	2622	0.5
1	79	39.50010108295828	0	2622	0.5
3	80	40.00012270803563	0	2622	0.5
4	81	40.50009249988943	0	2622	0.5
4	82	41.00011629099026	0	2622	0.5
4	83	41.50009441608563	0	2622	0.5
4	84	42.00006787502207	0	2622	0.5
-1	85	42.50014195800759	0	2622	0.5
4	86	43.00013429089449	0	2622	0.5
4	87	43.500124583020806	0	2622	0.5
4	88	44.000144333112985	0	2622	0.5
4	89	44.50008204090409	0	2622	0.5
3	90	45.0001320829615	0	2622	0.5
-1	91	45.50011016591452	0	2622	0.5
4	92	46.00007616588846	0	2622	0.5
4	93	46.50011658295989	0	2622	0.5
-1	94	47.00009908294305	0	2622	0.5
-1	95	47.50011424999684	0	2622	0.5
3	96	48.00011320807971	0	2622	0.5
-1	97	48.50012862496078	1	2622	0.5
-1	98	49.0001299160067	0	2622	0.5
1	99	49.5000907080248	0	2622	0.5
-1	100	50.000094125047326	0	2622	0.5
1	101	50.50010524992831	0	2622	0.5
4	102	51.00013145804405	0	2622	0.5
4	103	51.50012387498282	0	2622	0.5
4	104	52.00010549998842	0	2622	0.5
-1	105	52.500116707989946	0	2622	0.5
4	106	53.00011045788415	0	2622	0.5
4	107	53.50009512505494	0	2622	0.5
2	108	54.00012108311057	0	2622	0.5
-1	109	54.5001068750862	0	2622	0.5
4	110	55.00012245797552	0	2622	0.5
4	111	55.50010654097423	0	2622	0.5
3	112	56.00012341607362	0	2622	0.5
-1	113	56.500139290932566	0	2622	0.5
4	114	57.00011820788495	0	2622	0.5
4	115	57.50008450006135	0	2622	0.5
-1	116	58.000073166098446	0	2622	0.5
4	117	58.50011650007218	0	2622	0.5
4	118	59.00013891607523	0	2622	0.5
-1	119	59.500079582910985	0	2622	0.5
