COMMAND	LOGICAL_TIME	TRUE_TIME	QUEUE_SIZE	SELF_PORT	SELF_INTERVAL
1	1	1.0084299556910992	0	2632	1.0
-1	2	2.0054574636742473	0	2632	1.0
-1	4	3.0037049995735288	1	2632	1.0
-1	5	4.004562478512526	0	2632	1.0
-1	8	5.0027399975806475	1	2632	1.0
-1	9	6.003837478347123	1	2632	1.0
-1	10	7.002840000204742	1	2632	1.0
-1	13	8.003987465053797	0	2632	1.0
-1	14	9.006399954669178	0	2632	1.0
-1	15	10.00422750134021	0	2632	1.0
-1	20	11.002889997325838	0	2632	1.0
-1	21	12.003450002521276	1	2632	1.0
-1	23	13.002602462656796	1	2632	1.0
-1	24	14.003242501057684	1	2632	1.0
-1	26	15.00247998163104	0	2632	1.0
4	27	16.00442748516798	0	2632	1.0
-1	32	17.002749955281615	0	2632	1.0
1	33	18.00218249671161	0	2632	1.0
-1	37	19.001715006306767	0	2632	1.0
4	38	20.002669980749488	0	2632	1.0
-1	41	21.003107456490397	0	2632	1.0
3	42	22.003327505663037	0	2632	1.0
1	43	23.003642465919256	0	2632	1.0
3	44	24.00291749741882	0	2632	1.0
1	45	25.00377000309527	0	2632	1.0
2	46	26.003417456522584	0	2632	1.0
4	47	27.003257456235588	0	2632	1.0
4	48	28.003232460469007	0	2632	1.0
-1	56	29.00279747787863	0	2632	1.0
4	57	30.002692504785955	0	2632	1.0
-1	58	31.00228248629719	0	2632	1.0
4	59	32.002702499739826	0	2632	1.0
-1	64	33.00265745725483	0	2632	1.0
-1	66	34.002202497795224	0	2632	1.0
-1	67	35.00377499498427	0	2632	1.0
2	68	36.00334248505533	0	2632	1.0
-1	69	37.002452462911606	0	2632	1.0
1	70	38.003709954209626	0	2632	1.0
-1	77	39.00290999561548	0	2632	1.0
-1	79	40.00328748486936	0	2632	1.0
4	80	41.00339496508241	0	2632	1.0
4	81	42.001957506872714	0	2632	1.0
4	82	43.00205748528242	0	2632	1.0
-1	86	44.00383997708559	0	2632	1.0
-1	88	45.00251496210694	1	2632	1.0
-1	89	46.003482481464744	0	2632	1.0
1	90	47.00382000301033	0	2632	1.0
-1	94	48.003484974615276	1	2632	1.0
-1	95	49.00308750104159	1	2632	1.0
-1	96	50.00273249577731	0	2632	1.0
-1	97	51.00219750311226	0	2632	1.0
4	98	52.00311498250812	0	2632	1.0
-1	105	53.002092484384775	0	2632	1.0
-1	107	54.00359496474266	0	2632	1.0
4	108	55.00300997402519	0	2632	1.0
4	109	56.0021625040099	0	2632	1.0
-1	113	57.00267245527357	0	2632	1.0
4	114	58.003034996800125	0	2632	1.0
-1	116	59.0021099941805	0	2632	1.0
